BursatilIndex,Sampling Method,Indicator,Execution,Ind_Value
dowjones,sms,IGDplus,5,4.5615516778716245e-05
dowjones,sms,IGDplus,6,2.232954865202335e-05
dowjones,sms,IGDplus,7,1.9331273211256927e-05
dowjones,sms,IGDplus,8,1.881177552211495e-05
dowjones,sms,IGDplus,9,2.2177324063681808e-05
dowjones,sms,IGDplus,10,1.926223333771484e-05
dowjones,sms,IGDplus,11,2.3274122625807564e-05
dowjones,sms,IGDplus,12,2.4875229178670214e-05
dowjones,sms,IGDplus,13,2.3188450074008287e-05
dowjones,sms,IGDplus,14,2.1029236000718156e-05
dowjones,sms,IGDplus,15,2.2514228048548566e-05
dowjones,sms,IGDplus,16,2.0384403546032294e-05
dowjones,sms,IGDplus,17,2.1752268136571433e-05
dowjones,sms,IGDplus,18,2.003100820954688e-05
dowjones,sms,IGDplus,19,2.0959990579379706e-05
dowjones,mkds,IGDplus,0,4.006577516847607e-05
dowjones,mkds,IGDplus,1,4.006577516847607e-05
dowjones,mkds,IGDplus,2,4.006577516847607e-05
dowjones,mkds,IGDplus,3,4.006577516847607e-05
dowjones,mkds,IGDplus,4,4.006577516847607e-05
dowjones,mkds,IGDplus,5,4.006577516847607e-05
dowjones,mkds,IGDplus,6,4.006577516847607e-05
dowjones,mkds,IGDplus,7,4.006577516847607e-05
dowjones,mkds,IGDplus,8,4.006577516847607e-05
dowjones,mkds,IGDplus,9,4.006577516847607e-05
dowjones,mkds,IGDplus,10,4.006577516847607e-05
dowjones,mkds,IGDplus,11,4.006577516847607e-05
dowjones,mkds,IGDplus,12,4.006577516847607e-05
dowjones,mkds,IGDplus,13,4.006577516847607e-05
dowjones,mkds,IGDplus,14,4.006577516847607e-05
dowjones,mkds,IGDplus,15,4.006577516847607e-05
dowjones,mkds,IGDplus,16,4.006577516847607e-05
dowjones,mkds,IGDplus,17,4.006577516847607e-05
dowjones,mkds,IGDplus,18,4.006577516847607e-05
dowjones,mkds,IGDplus,19,4.006577516847607e-05
dowjones,das,HV,0,1.1012609881667321
dowjones,das,HV,1,1.1012609881667321
dowjones,das,HV,2,1.1012609881667321
dowjones,das,HV,3,1.1012609881667321
dowjones,das,HV,4,1.1012609881667321
dowjones,das,HV,5,1.1012609881667321
dowjones,das,HV,6,1.1012609881667321
dowjones,das,HV,7,1.1012609881667321
dowjones,das,HV,8,1.1012609881667321
dowjones,das,HV,9,1.1012609881667321
dowjones,das,HV,10,1.1012609881667321
dowjones,das,HV,11,1.1012609881667321
dowjones,das,HV,12,1.1012609881667321
dowjones,das,HV,13,1.1012609881667321
dowjones,das,HV,14,1.1012609881667321
dowjones,das,HV,15,1.1012609881667321
dowjones,das,HV,16,1.1012609881667321
dowjones,das,HV,17,1.1012609881667321
dowjones,das,HV,18,1.1012609881667321
dowjones,das,HV,19,1.1012609881667321
dowjones,nsgaii,HV,0,1.107640065993218
dowjones,nsgaii,HV,1,1.1076944723430817
dowjones,nsgaii,HV,2,1.1077166733500654
dowjones,nsgaii,HV,3,1.1076802614477708
dowjones,nsgaii,HV,4,1.107674463434813
dowjones,nsgaii,HV,5,1.107717698052242
dowjones,nsgaii,HV,6,1.1076555162954511
dowjones,nsgaii,HV,7,1.1076731079523963
dowjones,nsgaii,HV,8,1.1076932031644942
dowjones,nsgaii,HV,9,1.1076588591536272
dowjones,nsgaii,HV,10,1.1077036539135088
